id,negation_affirmative1,negation_affirmative2,affirmative_negation1,affirmative_negation2,modal_affirmative1,modal_affirmative2,affirmative_modal1,affirmative_modal2,managed_failed1,managed_failed2,failed_managed1,failed_managed2,know_doubt1,know_doubt2,doubt_know1,doubt_know2,continuation_ref_1,continuation_ref_2,continuation_nonref_1,continuation_nonref_2
82_letter_check,Lillian didn't write a letter to her parents but she wrote a check.,Lillian didn't write a check to her parents but she wrote a letter.,Lillian wrote a letter to her parents but she didn't write a check.,Lillian wrote a check to her parents but she didn't write a letter.,Lillian wanted to write a letter to her parents but she wrote a check.,Lillian wanted to write a check to her parents but she wrote a letter.,Lillian wrote a letter to her parents but she wanted to write a check.,Lillian wrote a check to her parents but she wanted to write a letter.,Lillian managed to write a letter to her parents but she failed to write a check.,Lillian managed to write a check to her parents but she failed to write a letter.,Lillian failed to write a letter to her parents but she managed to write a check.,Lillian failed to write a check to her parents but she managed to write a letter.,I know that Lillian wrote a letter to her parents but I doubt that she wrote a check.,I know that Lillian wrote a check to her parents but I doubt that she wrote a letter.,I doubt that Lillian wrote a letter to her parents but I know that she wrote a check.,I doubt that Lillian wrote a check to her parents but I know that she wrote a letter.,Her letter was delivered two days after she sent it.,Her check was delivered two days after she sent it.,The letter would have arrived too late.,The check would have arrived too late.
83_letter_memo,Natalie didn't write a letter to her parents but she wrote a memo.,Natalie didn't write a memo to her parents but she wrote a letter.,Natalie wrote a letter to her parents but she didn't write a memo.,Natalie wrote a memo to her parents but she didn't write a letter.,Natalie wanted to write a letter to her parents but she wrote a memo.,Natalie wanted to write a memo to her parents but she wrote a letter.,Natalie wrote a letter to her parents but she wanted to write a memo.,Natalie wrote a memo to her parents but she wanted to write a letter.,Natalie managed to write a letter to her parents but she failed to write a memo.,Natalie managed to write a memo to her parents but she failed to write a letter.,Natalie failed to write a letter to her parents but she managed to write a memo.,Natalie failed to write a memo to her parents but she managed to write a letter.,I know that Natalie wrote a letter to her parents but I doubt that she wrote a memo.,I know that Natalie wrote a memo to her parents but I doubt that she wrote a letter.,I doubt that Natalie wrote a letter to her parents but I know that she wrote a memo.,I doubt that Natalie wrote a memo to her parents but I know that she wrote a letter.,Her letter was delivered two days after she sent it.,Her memo was delivered two days after she sent it.,The letter would have arrived too late.,The memo would have arrived too late.
84_letter_note,Sarah didn't write a letter to her parents but she wrote a note.,Sarah didn't write a note to her parents but she wrote a letter.,Sarah wrote a letter to her parents but she didn't write a note.,Sarah wrote a note to her parents but she didn't write a letter.,Sarah wanted to write a letter to her parents but she wrote a note.,Sarah wanted to write a note to her parents but she wrote a letter.,Sarah wrote a letter to her parents but she wanted to write a note.,Sarah wrote a note to her parents but she wanted to write a letter.,Sarah managed to write a letter to her parents but she failed to write a note.,Sarah managed to write a note to her parents but she failed to write a letter.,Sarah failed to write a letter to her parents but she managed to write a note.,Sarah failed to write a note to her parents but she managed to write a letter.,I know that Sarah wrote a letter to her parents but I doubt that she wrote a note.,I know that Sarah wrote a note to her parents but I doubt that she wrote a letter.,I doubt that Sarah wrote a letter to her parents but I know that she wrote a note.,I doubt that Sarah wrote a note to her parents but I know that she wrote a letter.,Her letter was delivered two days after she sent it.,Her note was delivered two days after she sent it.,The letter would have arrived too late.,The note would have arrived too late.
85_card_check,Emilia didn't write a card to her parents but she wrote a check.,Emilia didn't write a check to her parents but she wrote a card.,Emilia wrote a card to her parents but she didn't write a check.,Emilia wrote a check to her parents but she didn't write a card.,Emilia wanted to write a card to her parents but she wrote a check.,Emilia wanted to write a check to her parents but she wrote a card.,Emilia wrote a card to her parents but she wanted to write a check.,Emilia wrote a check to her parents but she wanted to write a card.,Emilia managed to write a card to her parents but she failed to write a check.,Emilia managed to write a check to her parents but she failed to write a card.,Emilia failed to write a card to her parents but she managed to write a check.,Emilia failed to write a check to her parents but she managed to write a card.,I know that Emilia wrote a card to her parents but I doubt that she wrote a check.,I know that Emilia wrote a check to her parents but I doubt that she wrote a card.,I doubt that Emilia wrote a card to her parents but I know that she wrote a check.,I doubt that Emilia wrote a check to her parents but I know that she wrote a card.,Her card was delivered two days after she sent it.,Her check was delivered two days after she sent it.,The card would have arrived too late.,The check would have arrived too late.
86_card_memo,Nora didn't write a card to her parents but she wrote a memo.,Nora didn't write a memo to her parents but she wrote a card.,Nora wrote a card to her parents but she didn't write a memo.,Nora wrote a memo to her parents but she didn't write a card.,Nora wanted to write a card to her parents but she wrote a memo.,Nora wanted to write a memo to her parents but she wrote a card.,Nora wrote a card to her parents but she wanted to write a memo.,Nora wrote a memo to her parents but she wanted to write a card.,Nora managed to write a card to her parents but she failed to write a memo.,Nora managed to write a memo to her parents but she failed to write a card.,Nora failed to write a card to her parents but she managed to write a memo.,Nora failed to write a memo to her parents but she managed to write a card.,I know that Nora wrote a card to her parents but I doubt that she wrote a memo.,I know that Nora wrote a memo to her parents but I doubt that she wrote a card.,I doubt that Nora wrote a card to her parents but I know that she wrote a memo.,I doubt that Nora wrote a memo to her parents but I know that she wrote a card.,Her card was delivered two days after she sent it.,Her memo was delivered two days after she sent it.,The card would have arrived too late.,The memo would have arrived too late.
87_card_note,Irene didn't write a card to her parents but she wrote a note.,Irene didn't write a note to her parents but she wrote a card.,Irene wrote a card to her parents but she didn't write a note.,Irene wrote a note to her parents but she didn't write a card.,Irene wanted to write a card to her parents but she wrote a note.,Irene wanted to write a note to her parents but she wrote a card.,Irene wrote a card to her parents but she wanted to write a note.,Irene wrote a note to her parents but she wanted to write a card.,Irene managed to write a card to her parents but she failed to write a note.,Irene managed to write a note to her parents but she failed to write a card.,Irene failed to write a card to her parents but she managed to write a note.,Irene failed to write a note to her parents but she managed to write a card.,I know that Irene wrote a card to her parents but I doubt that she wrote a note.,I know that Irene wrote a note to her parents but I doubt that she wrote a card.,I doubt that Irene wrote a card to her parents but I know that she wrote a note.,I doubt that Irene wrote a note to her parents but I know that she wrote a card.,Her card was delivered two days after she sent it.,Her note was delivered two days after she sent it.,The card would have arrived too late.,The note would have arrived too late.
88_check_memo,Alice didn't write a check to her parents but she wrote a memo.,Alice didn't write a memo to her parents but she wrote a check.,Alice wrote a check to her parents but she didn't write a memo.,Alice wrote a memo to her parents but she didn't write a check.,Alice wanted to write a check to her parents but she wrote a memo.,Alice wanted to write a memo to her parents but she wrote a check.,Alice wrote a check to her parents but she wanted to write a memo.,Alice wrote a memo to her parents but she wanted to write a check.,Alice managed to write a check to her parents but she failed to write a memo.,Alice managed to write a memo to her parents but she failed to write a check.,Alice failed to write a check to her parents but she managed to write a memo.,Alice failed to write a memo to her parents but she managed to write a check.,I know that Alice wrote a check to her parents but I doubt that she wrote a memo.,I know that Alice wrote a memo to her parents but I doubt that she wrote a check.,I doubt that Alice wrote a check to her parents but I know that she wrote a memo.,I doubt that Alice wrote a memo to her parents but I know that she wrote a check.,Her check was delivered two days after she sent it.,Her memo was delivered two days after she sent it.,The check would have arrived too late.,The memo would have arrived too late.
89_check_note,Clara didn't write a check to her parents but she wrote a note.,Clara didn't write a note to her parents but she wrote a check.,Clara wrote a check to her parents but she didn't write a note.,Clara wrote a note to her parents but she didn't write a check.,Clara wanted to write a check to her parents but she wrote a note.,Clara wanted to write a note to her parents but she wrote a check.,Clara wrote a check to her parents but she wanted to write a note.,Clara wrote a note to her parents but she wanted to write a check.,Clara managed to write a check to her parents but she failed to write a note.,Clara managed to write a note to her parents but she failed to write a check.,Clara failed to write a check to her parents but she managed to write a note.,Clara failed to write a note to her parents but she managed to write a check.,I know that Clara wrote a check to her parents but I doubt that she wrote a note.,I know that Clara wrote a note to her parents but I doubt that she wrote a check.,I doubt that Clara wrote a check to her parents but I know that she wrote a note.,I doubt that Clara wrote a note to her parents but I know that she wrote a check.,Her check was delivered two days after she sent it.,Her note was delivered two days after she sent it.,The check would have arrived too late.,The note would have arrived too late.
90_memo_note,Ruby didn't write a memo to her parents but she wrote a note.,Ruby didn't write a note to her parents but she wrote a memo.,Ruby wrote a memo to her parents but she didn't write a note.,Ruby wrote a note to her parents but she didn't write a memo.,Ruby wanted to write a memo to her parents but she wrote a note.,Ruby wanted to write a note to her parents but she wrote a memo.,Ruby wrote a memo to her parents but she wanted to write a note.,Ruby wrote a note to her parents but she wanted to write a memo.,Ruby managed to write a memo to her parents but she failed to write a note.,Ruby managed to write a note to her parents but she failed to write a memo.,Ruby failed to write a memo to her parents but she managed to write a note.,Ruby failed to write a note to her parents but she managed to write a memo.,I know that Ruby wrote a memo to her parents but I doubt that she wrote a note.,I know that Ruby wrote a note to her parents but I doubt that she wrote a memo.,I doubt that Ruby wrote a memo to her parents but I know that she wrote a note.,I doubt that Ruby wrote a note to her parents but I know that she wrote a memo.,Her memo was delivered two days after she sent it.,Her note was delivered two days after she sent it.,The memo would have arrived too late.,The note would have arrived too late.
91_hat_bag,Dylan didn't knit a hat but he knitted a bag.,Dylan didn't knit a bag but he knitted a hat.,Dylan knitted a hat but he didn't knit a bag.,Dylan knitted a bag but he didn't knit a hat.,Dylan wanted to knit a hat but he knitted a bag.,Dylan wanted to knit a bag but he knitted a hat.,Dylan knitted a hat but he wanted to knit a bag.,Dylan knitted a bag but he wanted to knit a hat.,Dylan managed to knit a hat but he failed to knit a bag.,Dylan managed to knit a bag but he failed to knit a hat.,Dylan failed to knit a hat but he managed to knit a bag.,Dylan failed to knit a bag but he managed to knit a hat.,I know that Dylan knitted a hat but I doubt that he knitted a bag.,I know that Dylan knitted a bag but I doubt that he knitted a hat.,I doubt that Dylan knitted a hat but I know that he knitted a bag.,I doubt that Dylan knitted a bag but I know that he knitted a hat.,His hat was very colorful.,His bag was very colorful.,The hat would have taken too much time to knit.,The bag would have taken too much time to knit.
92_hat_scarf,Isaac didn't knit a hat but he knitted a scarf.,Isaac didn't knit a scarf but he knitted a hat.,Isaac knitted a hat but he didn't knit a scarf.,Isaac knitted a scarf but he didn't knit a hat.,Isaac wanted to knit a hat but he knitted a scarf.,Isaac wanted to knit a scarf but he knitted a hat.,Isaac knitted a hat but he wanted to knit a scarf.,Isaac knitted a scarf but he wanted to knit a hat.,Isaac managed to knit a hat but he failed to knit a scarf.,Isaac managed to knit a scarf but he failed to knit a hat.,Isaac failed to knit a hat but he managed to knit a scarf.,Isaac failed to knit a scarf but he managed to knit a hat.,I know that Isaac knitted a hat but I doubt that he knitted a scarf.,I know that Isaac knitted a scarf but I doubt that he knitted a hat.,I doubt that Isaac knitted a hat but I know that he knitted a scarf.,I doubt that Isaac knitted a scarf but I know that he knitted a hat.,His hat was very colorful.,His scarf was very colorful.,The hat would have taken too much time to knit.,The scarf would have taken too much time to knit.
93_hat_sweater,Sebastian didn't knit a hat but he knitted a sweater.,Sebastian didn't knit a sweater but he knitted a hat.,Sebastian knitted a hat but he didn't knit a sweater.,Sebastian knitted a sweater but he didn't knit a hat.,Sebastian wanted to knit a hat but he knitted a sweater.,Sebastian wanted to knit a sweater but he knitted a hat.,Sebastian knitted a hat but he wanted to knit a sweater.,Sebastian knitted a sweater but he wanted to knit a hat.,Sebastian managed to knit a hat but he failed to knit a sweater.,Sebastian managed to knit a sweater but he failed to knit a hat.,Sebastian failed to knit a hat but he managed to knit a sweater.,Sebastian failed to knit a sweater but he managed to knit a hat.,I know that Sebastian knitted a hat but I doubt that he knitted a sweater.,I know that Sebastian knitted a sweater but I doubt that he knitted a hat.,I doubt that Sebastian knitted a hat but I know that he knitted a sweater.,I doubt that Sebastian knitted a sweater but I know that he knitted a hat.,His hat was very colorful.,His sweater was very colorful.,The hat would have taken too much time to knit.,The sweater would have taken too much time to knit.
94_hat_blanket,Ryan didn't knit a hat but he knitted a blanket.,Ryan didn't knit a blanket but he knitted a hat.,Ryan knitted a hat but he didn't knit a blanket.,Ryan knitted a blanket but he didn't knit a hat.,Ryan wanted to knit a hat but he knitted a blanket.,Ryan wanted to knit a blanket but he knitted a hat.,Ryan knitted a hat but he wanted to knit a blanket.,Ryan knitted a blanket but he wanted to knit a hat.,Ryan managed to knit a hat but he failed to knit a blanket.,Ryan managed to knit a blanket but he failed to knit a hat.,Ryan failed to knit a hat but he managed to knit a blanket.,Ryan failed to knit a blanket but he managed to knit a hat.,I know that Ryan knitted a hat but I doubt that he knitted a blanket.,I know that Ryan knitted a blanket but I doubt that he knitted a hat.,I doubt that Ryan knitted a hat but I know that he knitted a blanket.,I doubt that Ryan knitted a blanket but I know that he knitted a hat.,His hat was very colorful.,His blanket was very colorful.,The hat would have taken too much time to knit.,The blanket would have taken too much time to knit.
95_bag_scarf,Anthony didn't knit a bag but he knitted a scarf.,Anthony didn't knit a scarf but he knitted a bag.,Anthony knitted a bag but he didn't knit a scarf.,Anthony knitted a scarf but he didn't knit a bag.,Anthony wanted to knit a bag but he knitted a scarf.,Anthony wanted to knit a scarf but he knitted a bag.,Anthony knitted a bag but he wanted to knit a scarf.,Anthony knitted a scarf but he wanted to knit a bag.,Anthony managed to knit a bag but he failed to knit a scarf.,Anthony managed to knit a scarf but he failed to knit a bag.,Anthony failed to knit a bag but he managed to knit a scarf.,Anthony failed to knit a scarf but he managed to knit a bag.,I know that Anthony knitted a bag but I doubt that he knitted a scarf.,I know that Anthony knitted a scarf but I doubt that he knitted a bag.,I doubt that Anthony knitted a bag but I know that he knitted a scarf.,I doubt that Anthony knitted a scarf but I know that he knitted a bag.,His bag was very colorful.,His scarf was very colorful.,The bag would have taken too much time to knit.,The scarf would have taken too much time to knit.
96_bag_sweater,Luke didn't knit a bag but he knitted a sweater.,Luke didn't knit a sweater but he knitted a bag.,Luke knitted a bag but he didn't knit a sweater.,Luke knitted a sweater but he didn't knit a bag.,Luke wanted to knit a bag but he knitted a sweater.,Luke wanted to knit a sweater but he knitted a bag.,Luke knitted a bag but he wanted to knit a sweater.,Luke knitted a sweater but he wanted to knit a bag.,Luke managed to knit a bag but he failed to knit a sweater.,Luke managed to knit a sweater but he failed to knit a bag.,Luke failed to knit a bag but he managed to knit a sweater.,Luke failed to knit a sweater but he managed to knit a bag.,I know that Luke knitted a bag but I doubt that he knitted a sweater.,I know that Luke knitted a sweater but I doubt that he knitted a bag.,I doubt that Luke knitted a bag but I know that he knitted a sweater.,I doubt that Luke knitted a sweater but I know that he knitted a bag.,His bag was very colorful.,His sweater was very colorful.,The bag would have taken too much time to knit.,The sweater would have taken too much time to knit.
97_bag_blanket,Julian didn't knit a bag but he knitted a blanket.,Julian didn't knit a blanket but he knitted a bag.,Julian knitted a bag but he didn't knit a blanket.,Julian knitted a blanket but he didn't knit a bag.,Julian wanted to knit a bag but he knitted a blanket.,Julian wanted to knit a blanket but he knitted a bag.,Julian knitted a bag but he wanted to knit a blanket.,Julian knitted a blanket but he wanted to knit a bag.,Julian managed to knit a bag but he failed to knit a blanket.,Julian managed to knit a blanket but he failed to knit a bag.,Julian failed to knit a bag but he managed to knit a blanket.,Julian failed to knit a blanket but he managed to knit a bag.,I know that Julian knitted a bag but I doubt that he knitted a blanket.,I know that Julian knitted a blanket but I doubt that he knitted a bag.,I doubt that Julian knitted a bag but I know that he knitted a blanket.,I doubt that Julian knitted a blanket but I know that he knitted a bag.,His bag was very colorful.,His blanket was very colorful.,The bag would have taken too much time to knit.,The blanket would have taken too much time to knit.
98_scarf_sweater,Christopher didn't knit a scarf but he knitted a sweater.,Christopher didn't knit a sweater but he knitted a scarf.,Christopher knitted a scarf but he didn't knit a sweater.,Christopher knitted a sweater but he didn't knit a scarf.,Christopher wanted to knit a scarf but he knitted a sweater.,Christopher wanted to knit a sweater but he knitted a scarf.,Christopher knitted a scarf but he wanted to knit a sweater.,Christopher knitted a sweater but he wanted to knit a scarf.,Christopher managed to knit a scarf but he failed to knit a sweater.,Christopher managed to knit a sweater but he failed to knit a scarf.,Christopher failed to knit a scarf but he managed to knit a sweater.,Christopher failed to knit a sweater but he managed to knit a scarf.,I know that Christopher knitted a scarf but I doubt that he knitted a sweater.,I know that Christopher knitted a sweater but I doubt that he knitted a scarf.,I doubt that Christopher knitted a scarf but I know that he knitted a sweater.,I doubt that Christopher knitted a sweater but I know that he knitted a scarf.,His scarf was very colorful.,His sweater was very colorful.,The scarf would have taken too much time to knit.,The sweater would have taken too much time to knit.
99_scarf_blanket,Wyatt didn't knit a scarf but he knitted a blanket.,Wyatt didn't knit a blanket but he knitted a scarf.,Wyatt knitted a scarf but he didn't knit a blanket.,Wyatt knitted a blanket but he didn't knit a scarf.,Wyatt wanted to knit a scarf but he knitted a blanket.,Wyatt wanted to knit a blanket but he knitted a scarf.,Wyatt knitted a scarf but he wanted to knit a blanket.,Wyatt knitted a blanket but he wanted to knit a scarf.,Wyatt managed to knit a scarf but he failed to knit a blanket.,Wyatt managed to knit a blanket but he failed to knit a scarf.,Wyatt failed to knit a scarf but he managed to knit a blanket.,Wyatt failed to knit a blanket but he managed to knit a scarf.,I know that Wyatt knitted a scarf but I doubt that he knitted a blanket.,I know that Wyatt knitted a blanket but I doubt that he knitted a scarf.,I doubt that Wyatt knitted a scarf but I know that he knitted a blanket.,I doubt that Wyatt knitted a blanket but I know that he knitted a scarf.,His scarf was very colorful.,His blanket was very colorful.,The scarf would have taken too much time to knit.,The blanket would have taken too much time to knit.
100_sweater_blanket,Jayden didn't knit a sweater but he knitted a blanket.,Jayden didn't knit a blanket but he knitted a sweater.,Jayden knitted a sweater but he didn't knit a blanket.,Jayden knitted a blanket but he didn't knit a sweater.,Jayden wanted to knit a sweater but he knitted a blanket.,Jayden wanted to knit a blanket but he knitted a sweater.,Jayden knitted a sweater but he wanted to knit a blanket.,Jayden knitted a blanket but he wanted to knit a sweater.,Jayden managed to knit a sweater but he failed to knit a blanket.,Jayden managed to knit a blanket but he failed to knit a sweater.,Jayden failed to knit a sweater but he managed to knit a blanket.,Jayden failed to knit a blanket but he managed to knit a sweater.,I know that Jayden knitted a sweater but I doubt that he knitted a blanket.,I know that Jayden knitted a blanket but I doubt that he knitted a sweater.,I doubt that Jayden knitted a sweater but I know that he knitted a blanket.,I doubt that Jayden knitted a blanket but I know that he knitted a sweater.,His sweater was very colorful.,His blanket was very colorful.,The sweater would have taken too much time to knit.,The blanket would have taken too much time to knit.
101_cod_bass,Julia didn't catch a cod but she caught a bass.,Julia didn't catch a bass but she caught a cod.,Julia caught a cod but she didn't catch a bass.,Julia caught a bass but she didn't catch a cod.,Julia wanted to catch a cod but she caught a bass.,Julia wanted to catch a bass but she caught a cod.,Julia caught a cod but she wanted to catch a bass.,Julia caught a bass but she wanted to catch a cod.,Julia managed to catch a cod but she failed to catch a bass.,Julia managed to catch a bass but she failed to catch a cod.,Julia failed to catch a cod but she managed to catch a bass.,Julia failed to catch a bass but she managed to catch a cod.,I know that Julia caught a cod but I doubt that she caught a bass.,I know that Julia caught a bass but I doubt that she caught a cod.,I doubt that Julia caught a cod but I know that she caught a bass.,I doubt that Julia caught a bass but I know that she caught a cod.,The cod made a great dinner.,The bass made a great dinner.,The cod that Julian caught came from a different island.,The bass that Julian caught came from a different island.
102_cod_trout,Linda didn't catch a cod but she caught a trout.,Linda didn't catch a trout but she caught a cod.,Linda caught a cod but she didn't catch a trout.,Linda caught a trout but she didn't catch a cod.,Linda wanted to catch a cod but she caught a trout.,Linda wanted to catch a trout but she caught a cod.,Linda caught a cod but she wanted to catch a trout.,Linda caught a trout but she wanted to catch a cod.,Linda managed to catch a cod but she failed to catch a trout.,Linda managed to catch a trout but she failed to catch a cod.,Linda failed to catch a cod but she managed to catch a trout.,Linda failed to catch a trout but she managed to catch a cod.,I know that Linda caught a cod but I doubt that she caught a trout.,I know that Linda caught a trout but I doubt that she caught a cod.,I doubt that Linda caught a cod but I know that she caught a trout.,I doubt that Linda caught a trout but I know that she caught a cod.,The cod made a great dinner.,The trout made a great dinner.,The cod that Julian caught came from a different island.,The trout that Julian caught came from a different island.
103_cod_flounder,Lorraine didn't catch a cod but she caught a flounder.,Lorraine didn't catch a flounder but she caught a cod.,Lorraine caught a cod but she didn't catch a flounder.,Lorraine caught a flounder but she didn't catch a cod.,Lorraine wanted to catch a cod but she caught a flounder.,Lorraine wanted to catch a flounder but she caught a cod.,Lorraine caught a cod but she wanted to catch a flounder.,Lorraine caught a flounder but she wanted to catch a cod.,Lorraine managed to catch a cod but she failed to catch a flounder.,Lorraine managed to catch a flounder but she failed to catch a cod.,Lorraine failed to catch a cod but she managed to catch a flounder.,Lorraine failed to catch a flounder but she managed to catch a cod.,I know that Lorraine caught a cod but I doubt that she caught a flounder.,I know that Lorraine caught a flounder but I doubt that she caught a cod.,I doubt that Lorraine caught a cod but I know that she caught a flounder.,I doubt that Lorraine caught a flounder but I know that she caught a cod.,The cod made a great dinner.,The flounder made a great dinner.,The cod that Julian caught came from a different island.,The flounder that Julian caught came from a different island.
104_cod_snapper,Sylvia didn't catch a cod but she caught a snapper.,Sylvia didn't catch a snapper but she caught a cod.,Sylvia caught a cod but she didn't catch a snapper.,Sylvia caught a snapper but she didn't catch a cod.,Sylvia wanted to catch a cod but she caught a snapper.,Sylvia wanted to catch a snapper but she caught a cod.,Sylvia caught a cod but she wanted to catch a snapper.,Sylvia caught a snapper but she wanted to catch a cod.,Sylvia managed to catch a cod but she failed to catch a snapper.,Sylvia managed to catch a snapper but she failed to catch a cod.,Sylvia failed to catch a cod but she managed to catch a snapper.,Sylvia failed to catch a snapper but she managed to catch a cod.,I know that Sylvia caught a cod but I doubt that she caught a snapper.,I know that Sylvia caught a snapper but I doubt that she caught a cod.,I doubt that Sylvia caught a cod but I know that she caught a snapper.,I doubt that Sylvia caught a snapper but I know that she caught a cod.,The cod made a great dinner.,The snapper made a great dinner.,The cod that Julian caught came from a different island.,The snapper that Julian caught came from a different island.
105_bass_trout,Eva didn't catch a bass but she caught a trout.,Eva didn't catch a trout but she caught a bass.,Eva caught a bass but she didn't catch a trout.,Eva caught a trout but she didn't catch a bass.,Eva wanted to catch a bass but she caught a trout.,Eva wanted to catch a trout but she caught a bass.,Eva caught a bass but she wanted to catch a trout.,Eva caught a trout but she wanted to catch a bass.,Eva managed to catch a bass but she failed to catch a trout.,Eva managed to catch a trout but she failed to catch a bass.,Eva failed to catch a bass but she managed to catch a trout.,Eva failed to catch a trout but she managed to catch a bass.,I know that Eva caught a bass but I doubt that she caught a trout.,I know that Eva caught a trout but I doubt that she caught a bass.,I doubt that Eva caught a bass but I know that she caught a trout.,I doubt that Eva caught a trout but I know that she caught a bass.,The bass made a great dinner.,The trout made a great dinner.,The bass that Julian caught came from a different island.,The trout that Julian caught came from a different island.
106_bass_flounder,Betty didn't catch a bass but she caught a flounder.,Betty didn't catch a flounder but she caught a bass.,Betty caught a bass but she didn't catch a flounder.,Betty caught a flounder but she didn't catch a bass.,Betty wanted to catch a bass but she caught a flounder.,Betty wanted to catch a flounder but she caught a bass.,Betty caught a bass but she wanted to catch a flounder.,Betty caught a flounder but she wanted to catch a bass.,Betty managed to catch a bass but she failed to catch a flounder.,Betty managed to catch a flounder but she failed to catch a bass.,Betty failed to catch a bass but she managed to catch a flounder.,Betty failed to catch a flounder but she managed to catch a bass.,I know that Betty caught a bass but I doubt that she caught a flounder.,I know that Betty caught a flounder but I doubt that she caught a bass.,I doubt that Betty caught a bass but I know that she caught a flounder.,I doubt that Betty caught a flounder but I know that she caught a bass.,The bass made a great dinner.,The flounder made a great dinner.,The bass that Julian caught came from a different island.,The flounder that Julian caught came from a different island.
107_bass_snapper,Stella didn't catch a bass but she caught a snapper.,Stella didn't catch a snapper but she caught a bass.,Stella caught a bass but she didn't catch a snapper.,Stella caught a snapper but she didn't catch a bass.,Stella wanted to catch a bass but she caught a snapper.,Stella wanted to catch a snapper but she caught a bass.,Stella caught a bass but she wanted to catch a snapper.,Stella caught a snapper but she wanted to catch a bass.,Stella managed to catch a bass but she failed to catch a snapper.,Stella managed to catch a snapper but she failed to catch a bass.,Stella failed to catch a bass but she managed to catch a snapper.,Stella failed to catch a snapper but she managed to catch a bass.,I know that Stella caught a bass but I doubt that she caught a snapper.,I know that Stella caught a snapper but I doubt that she caught a bass.,I doubt that Stella caught a bass but I know that she caught a snapper.,I doubt that Stella caught a snapper but I know that she caught a bass.,The bass made a great dinner.,The snapper made a great dinner.,The bass that Julian caught came from a different island.,The snapper that Julian caught came from a different island.
108_trout_flounder,Audrey didn't catch a trout but she caught a flounder.,Audrey didn't catch a flounder but she caught a trout.,Audrey caught a trout but she didn't catch a flounder.,Audrey caught a flounder but she didn't catch a trout.,Audrey wanted to catch a trout but she caught a flounder.,Audrey wanted to catch a flounder but she caught a trout.,Audrey caught a trout but she wanted to catch a flounder.,Audrey caught a flounder but she wanted to catch a trout.,Audrey managed to catch a trout but she failed to catch a flounder.,Audrey managed to catch a flounder but she failed to catch a trout.,Audrey failed to catch a trout but she managed to catch a flounder.,Audrey failed to catch a flounder but she managed to catch a trout.,I know that Audrey caught a trout but I doubt that she caught a flounder.,I know that Audrey caught a flounder but I doubt that she caught a trout.,I doubt that Audrey caught a trout but I know that she caught a flounder.,I doubt that Audrey caught a flounder but I know that she caught a trout.,The trout made a great dinner.,The flounder made a great dinner.,The trout that Julian caught came from a different island.,The flounder that Julian caught came from a different island.
109_trout_snapper,Lucia didn't catch a trout but she caught a snapper.,Lucia didn't catch a snapper but she caught a trout.,Lucia caught a trout but she didn't catch a snapper.,Lucia caught a snapper but she didn't catch a trout.,Lucia wanted to catch a trout but she caught a snapper.,Lucia wanted to catch a snapper but she caught a trout.,Lucia caught a trout but she wanted to catch a snapper.,Lucia caught a snapper but she wanted to catch a trout.,Lucia managed to catch a trout but she failed to catch a snapper.,Lucia managed to catch a snapper but she failed to catch a trout.,Lucia failed to catch a trout but she managed to catch a snapper.,Lucia failed to catch a snapper but she managed to catch a trout.,I know that Lucia caught a trout but I doubt that she caught a snapper.,I know that Lucia caught a snapper but I doubt that she caught a trout.,I doubt that Lucia caught a trout but I know that she caught a snapper.,I doubt that Lucia caught a snapper but I know that she caught a trout.,The trout made a great dinner.,The snapper made a great dinner.,The trout that Julian caught came from a different island.,The snapper that Julian caught came from a different island.
110_flounder_snapper,Anna didn't catch a flounder but she caught a snapper.,Anna didn't catch a snapper but she caught a flounder.,Anna caught a flounder but she didn't catch a snapper.,Anna caught a snapper but she didn't catch a flounder.,Anna wanted to catch a flounder but she caught a snapper.,Anna wanted to catch a snapper but she caught a flounder.,Anna caught a flounder but she wanted to catch a snapper.,Anna caught a snapper but she wanted to catch a flounder.,Anna managed to catch a flounder but she failed to catch a snapper.,Anna managed to catch a snapper but she failed to catch a flounder.,Anna failed to catch a flounder but she managed to catch a snapper.,Anna failed to catch a snapper but she managed to catch a flounder.,I know that Anna caught a flounder but I doubt that she caught a snapper.,I know that Anna caught a snapper but I doubt that she caught a flounder.,I doubt that Anna caught a flounder but I know that she caught a snapper.,I doubt that Anna caught a snapper but I know that she caught a flounder.,The flounder made a great dinner.,The snapper made a great dinner.,The flounder that Julian caught came from a different island.,The snapper that Julian caught came from a different island.
